1016926,42.86,752,296,16960
1016942,42.45,724,456,16904
1016958,40.89,732,448,16988
1016974,42.88,776,464,16844
1016990,42.93,764,580,16888
1017006,43.34,744,336,16812
1017022,40.53,792,548,16904
1017038,42.50,892,508,16808
1017054,42.02,756,476,16904
1017070,43.36,664,372,16840
1017086,41.73,872,368,16836
1017102,42.03,828,304,16944
1017118,43.34,752,352,16912
1017134,42.45,836,392,16936
1017150,42.03,868,536,16836
1017166,42.50,860,396,16760
1017182,39.26,880,332,16828
1017198,43.00,880,656,16864
1017214,42.51,764,604,16864
1017230,43.34,748,484,16888
1017246,42.50,756,296,16892
1017262,42.57,892,396,16912
1017278,42.93,920,400,16932
1017294,42.50,964,524,16924
1017310,42.57,804,332,16816
1017326,42.93,828,448,16860
1017342,43.34,648,368,16704
1017358,43.00,880,452,16836
1017374,42.51,1392,636,16788
1017390,41.61,2612,464,16676
1017406,42.94,7112,688,16424
1017422,41.91,13584,424,17472
1017438,41.61,10924,-2360,16016
1017454,41.55,18152,-588,19084
1017470,41.61,22356,-4640,19348
1017486,40.65,17352,-316,15692
1017502,38.55,-5408,1008,10712
1017518,38.24,-1892,-1904,16280
1017534,36.32,-2104,-2300,22480
1017550,35.60,44,-544,16848
1017566,35.43,-56,-564,19104
1017582,33.44,-116,20,15340
1017598,32.31,-48,976,15544
1017614,32.14,2176,916,17844
1017630,30.99,876,1168,18304
1017646,29.48,508,896,16852
1017662,27.92,320,768,16436
1017678,27.75,1744,464,15548
1017693,26.19,-1048,-912,16588
1017708,24.75,212,-8,18424
1017723,24.20,-564,-200,17612
1017738,23.60,88,272,16732
1017753,21.80,360,396,16100
1017768,20.84,1208,472,15624
1017783,19.89,1212,736,16904
1017798,19.35,1952,820,16748
1017813,18.38,1136,640,17656
1017828,17.37,1088,688,17160
1017843,15.98,64,500,16868
1017858,15.02,-2120,-448,17040
1017873,14.06,-148,-392,16312
1017888,13.17,644,8,16564
1017903,12.21,1708,320,17752
1017918,11.30,936,680,17760
1017933,10.34,1164,976,17164
1017947,9.45,792,580,17368
1017961,8.61,420,564,16092
1017975,7.77,112,732,17096
1017989,6.45,700,424,16248
1018003,5.61,-180,-648,16812
1018017,4.77,-56,-376,16376
1018031,5.73,-404,-536,16684
1018045,4.94,1056,-60,17308
1018059,3.81,-32768,-220,16388
1018073,4.82,-32768,3064,12740
1018087,4.29,-4056,2456,14472
1018101,3.81,1084,64,19320
1018115,4.17,3552,-2940,17296
1018129,5.01,2348,1692,14748
1018143,5.01,-760,1188,20856
1018157,4.94,476,140,18912
1018171,5.30,-620,1236,16056
1018185,5.25,1056,992,16492
1018199,6.09,1428,1628,15400
1018213,6.02,84,1056,16836
1018227,6.45,820,816,16860
1018241,7.29,908,952,15916
1018255,7.22,1352,640,16200
1018269,7.58,2356,-72,15636
1018283,8.01,4052,-440,14424
1018297,8.37,3400,-604,14284
1018311,8.73,3616,-740,16936
1018325,9.09,2608,-28,17872
1018339,9.81,1216,508,17356
1018353,9.69,536,616,18116
1018368,10.46,876,880,16340
1018383,10.77,908,932,17012
1018398,11.13,564,824,16160
1018413,11.42,884,1024,16756
1018428,11.37,1504,1128,17232
1018443,12.14,1092,1036,17412
1018458,12.45,620,656,17412
1018473,12.83,1308,188,16436
1018488,13.10,1268,-1108,15272
1018503,13.46,2260,-828,16172
1018518,13.75,2468,-504,16552
1018533,14.01,2924,88,16384
1018548,14.30,1096,308,17196
