119859,6.26,2932,-160,16656
119873,6.26,2892,-160,16640
119887,6.26,2920,-132,16652
119901,6.26,2864,-144,16656
119915,6.26,2908,-196,16648
119929,6.26,2936,-124,16644
119943,6.26,2876,-156,16700
119957,6.26,2892,-132,16644
119971,6.26,2828,-168,16656
119985,6.26,2928,-200,16604
119999,6.26,2900,-208,16648
120013,6.26,2904,-216,16572
120027,6.26,2880,-152,16604
120041,6.26,3012,-216,16648
120055,6.26,2852,-208,16648
120069,6.26,2912,-152,16648
120083,6.26,2856,-120,16632
120097,6.26,2896,-104,16620
120111,6.26,2944,-184,16692
120125,6.26,2828,-188,16556
120139,6.26,2840,-148,16592
120153,6.26,2876,-184,16612
120167,6.26,2892,-196,16676
120181,6.26,2904,-180,16556
120195,6.26,2892,-164,16596
120209,6.26,2868,-116,16652
120223,6.26,2884,-108,16648
120237,6.26,2872,-184,16652
120251,6.26,2888,-232,16600
120265,6.26,2948,-144,16608
120279,6.26,2856,-184,16620
120293,6.26,2884,-248,16664
120307,6.26,2904,-144,16612
120321,6.26,2772,-144,16628
120335,6.26,2836,-168,16656
120349,6.26,2816,-212,16660
120363,6.26,2808,-140,16716
120377,6.26,2896,-220,16628
120391,6.26,2940,-148,16564
120405,6.26,2828,-168,16620
120419,6.26,2944,-172,16644
120433,6.26,2888,-140,16644
120447,6.26,2840,-176,16604
120461,6.26,2904,-216,16596
120475,6.26,2948,-176,16724
120489,6.26,2892,-176,16608
120503,6.26,2916,-184,16692
120517,6.26,2868,-176,16664
120531,6.26,2884,-176,16624
120545,6.26,2972,-164,16696
120559,6.26,2900,-280,16660
120573,6.28,2964,-164,16632
120587,6.26,2888,-156,16640
120601,6.26,2936,-184,16612
120615,6.26,2888,-124,16664
120629,6.26,2892,-192,16640
120643,6.26,2944,-156,16616
120657,6.26,2948,-160,16700
120671,6.26,2900,-148,16616
120685,6.26,2904,-196,16608
120699,6.26,2884,-88,16636
120713,6.26,2896,-208,16716
120727,6.26,2904,-156,16644
120741,6.26,2900,-96,16576
120755,6.26,2856,-216,16644
120769,6.26,2900,-128,16604
120783,6.26,2944,-156,16656
120797,6.26,2856,-192,16628
120811,6.26,2900,-180,16652
120825,6.26,2916,-196,16600
120839,6.26,2904,-156,16552
120853,6.26,2856,-176,16668
120867,6.26,2892,-156,16712
120881,6.26,2912,-144,16656
120895,6.26,2860,-224,16600
120909,6.26,2888,-136,16628
120923,6.26,2864,-204,16564
120937,6.26,2912,-152,16616
120951,6.26,2920,-212,16652
120965,6.26,2832,-116,16572
120979,6.26,2944,-196,16620
120993,6.26,2884,-128,16660
121007,6.26,2892,-176,16588
121021,6.26,2884,-144,16612
121035,6.26,2880,-220,16612
121049,6.26,2908,-184,16688
121063,6.26,2924,-200,16608
